service_center,appointment_type,channel,scheduled_date,technician_utilization_pct,outcome_status
"Denver, CO",Alignment,Service Center,2026-06-27,100.0,Rescheduled
"Seattle, WA",Tire Rotation,Collision Center,2026-06-27,50.3,Cancelled
"Seattle, WA",Cabin/HEPA Filter Replacement,Service Center,2026-06-27,95.7,Rescheduled
"Chicago, IL",Alignment,Service Center,2026-06-27,93.1,Cancelled
"Fremont, CA",Tire Rotation,Service Center,2026-06-27,100.0,Cancelled
"Austin, TX",Brake Fluid/Caliper Service,Service Center,2026-06-27,83.7,Completed
"Denver, CO",Tire Rotation,Mobile Service,2026-06-27,83.2,Rescheduled
"Austin, TX",12V Battery Service,Collision Center,2026-06-27,69.4,Cancelled
"Chicago, IL",Warranty Repair,Mobile Service,2026-06-27,93.6,Cancelled
"Chicago, IL",Tire Rotation,Mobile Service,2026-06-27,79.2,Completed
"Fremont, CA",12V Battery Service,Mobile Service,2026-06-27,71.2,Completed
"Denver, CO",Cabin/HEPA Filter Replacement,Service Center,2026-06-27,63.3,Completed
"Seattle, WA",Cabin/HEPA Filter Replacement,Service Center,2026-06-27,72.7,Completed
"Seattle, WA",Alignment,Service Center,2026-06-27,64.8,Rescheduled
"Chicago, IL",Tire Rotation,Service Center,2026-06-27,77.1,Completed
"Austin, TX",Brake Fluid/Caliper Service,Service Center,2026-06-27,84.4,Completed
"Denver, CO",12V Battery Service,Mobile Service,2026-06-27,69.5,Completed
"Austin, TX",Tire Rotation,Mobile Service,2026-06-27,78.8,Completed
"Austin, TX",Alignment,Service Center,2026-06-27,73.4,Completed
"Chicago, IL",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-27,84.0,Completed
"Austin, TX",Alignment,Service Center,2026-06-27,58.2,Rescheduled
"Denver, CO",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-27,83.0,Rescheduled
"Austin, TX",Alignment,Service Center,2026-06-27,65.6,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-06-27,85.2,Rescheduled
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-06-27,76.7,Cancelled
"Denver, CO",Brake Fluid/Caliper Service,Service Center,2026-06-27,73.1,Rescheduled
"Seattle, WA",Warranty Repair,Mobile Service,2026-06-27,76.7,Cancelled
"Austin, TX",Warranty Repair,Service Center,2026-06-27,78.0,Rescheduled
"Seattle, WA",Warranty Repair,Service Center,2026-06-28,44.6,Completed
"Denver, CO",Alignment,Service Center,2026-06-28,85.0,Cancelled
"Seattle, WA",Alignment,Service Center,2026-06-28,62.3,Cancelled
"Denver, CO",12V Battery Service,Service Center,2026-06-28,61.3,Cancelled
"Chicago, IL",Collision Repair,Collision Center,2026-06-28,91.1,Completed
"Fremont, CA",Brake Fluid/Caliper Service,Collision Center,2026-06-28,87.7,Cancelled
"Fremont, CA",Cabin/HEPA Filter Replacement,Service Center,2026-06-28,85.6,Rescheduled
"Fremont, CA",Alignment,Service Center,2026-06-28,66.5,Cancelled
"Seattle, WA",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-28,65.1,Completed
"Seattle, WA",12V Battery Service,Mobile Service,2026-06-28,58.4,Rescheduled
"Seattle, WA",Warranty Repair,Service Center,2026-06-28,69.5,Completed
"Austin, TX",Brake Fluid/Caliper Service,Collision Center,2026-06-28,52.4,Completed
"Denver, CO",Warranty Repair,Service Center,2026-06-28,60.6,Cancelled
"Fremont, CA",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-28,82.6,Cancelled
"Fremont, CA",Brake Fluid/Caliper Service,Mobile Service,2026-06-28,59.3,Completed
"Chicago, IL",Cabin/HEPA Filter Replacement,Service Center,2026-06-28,60.9,Completed
"Fremont, CA",Brake Fluid/Caliper Service,Service Center,2026-06-28,81.3,Rescheduled
"Chicago, IL",Brake Fluid/Caliper Service,Service Center,2026-06-28,62.3,Cancelled
"Toronto, ON",Brake Fluid/Caliper Service,Mobile Service,2026-06-28,100.0,Cancelled
"Austin, TX",Brake Fluid/Caliper Service,Mobile Service,2026-06-28,84.5,Completed
"Chicago, IL",Brake Fluid/Caliper Service,Mobile Service,2026-06-28,81.9,Completed
"Austin, TX",Alignment,Mobile Service,2026-06-28,86.3,Cancelled
"Chicago, IL",Tire Rotation,Mobile Service,2026-06-28,53.5,Completed
"Chicago, IL",Alignment,Mobile Service,2026-06-28,79.6,Rescheduled
"Austin, TX",Collision Repair,Service Center,2026-06-28,92.9,Completed
"Denver, CO",Alignment,Service Center,2026-06-28,73.5,Completed
"Austin, TX",Alignment,Service Center,2026-06-28,100.0,Rescheduled
"Austin, TX",Warranty Repair,Mobile Service,2026-06-28,79.9,Completed
"Fremont, CA",Cabin/HEPA Filter Replacement,Service Center,2026-06-28,66.0,Completed
"Fremont, CA",Warranty Repair,Mobile Service,2026-06-28,46.1,Cancelled
"Fremont, CA",12V Battery Service,Service Center,2026-06-28,67.0,Completed
"Seattle, WA",Cabin/HEPA Filter Replacement,Service Center,2026-06-28,82.5,Completed
"Austin, TX",Collision Repair,Service Center,2026-06-28,75.4,Cancelled
"Austin, TX",Collision Repair,Service Center,2026-06-28,83.3,Completed
"Chicago, IL",Warranty Repair,Mobile Service,2026-06-28,64.9,Rescheduled
"Toronto, ON",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-28,73.4,Completed
"Seattle, WA",12V Battery Service,Mobile Service,2026-06-28,100.0,Completed
"Seattle, WA",Collision Repair,Mobile Service,2026-06-28,87.7,Cancelled
"Seattle, WA",Cabin/HEPA Filter Replacement,Service Center,2026-06-28,61.0,Rescheduled
"Chicago, IL",Alignment,Service Center,2026-06-28,85.3,Cancelled
"Austin, TX",Tire Rotation,Service Center,2026-06-28,80.9,Completed
"Toronto, ON",Alignment,Mobile Service,2026-06-28,74.0,Cancelled
"Chicago, IL",Alignment,Service Center,2026-06-28,61.8,Rescheduled
"Chicago, IL",Collision Repair,Mobile Service,2026-06-28,86.1,Cancelled
"Toronto, ON",Tire Rotation,Service Center,2026-06-28,65.6,Completed
"Fremont, CA",Alignment,Service Center,2026-06-28,72.1,Completed
"Austin, TX",Collision Repair,Service Center,2026-06-28,75.7,Completed
"Toronto, ON",Alignment,Service Center,2026-06-28,69.8,Completed
"Toronto, ON",Tire Rotation,Mobile Service,2026-06-28,82.0,Rescheduled
"Seattle, WA",Tire Rotation,Mobile Service,2026-06-28,59.4,Cancelled
"Denver, CO",Tire Rotation,Service Center,2026-06-28,72.2,Rescheduled
"Denver, CO",Collision Repair,Service Center,2026-06-28,91.9,Completed
"Austin, TX",Warranty Repair,Service Center,2026-06-28,70.2,Rescheduled
"Austin, TX",12V Battery Service,Mobile Service,2026-06-28,57.8,Completed
"Chicago, IL",Brake Fluid/Caliper Service,Mobile Service,2026-06-28,68.7,Completed
"Denver, CO",12V Battery Service,Service Center,2026-06-28,86.2,Completed
"Fremont, CA",Tire Rotation,Service Center,2026-06-28,89.1,Cancelled
"Chicago, IL",12V Battery Service,Service Center,2026-06-28,55.6,Rescheduled
"Chicago, IL",12V Battery Service,Service Center,2026-06-28,73.7,Completed
"Austin, TX",Tire Rotation,Service Center,2026-06-28,57.5,Cancelled
"Chicago, IL",12V Battery Service,Mobile Service,2026-06-28,78.9,Completed
"Toronto, ON",Brake Fluid/Caliper Service,Mobile Service,2026-06-28,58.3,Cancelled
"Denver, CO",12V Battery Service,Service Center,2026-06-28,100.0,Completed
"Toronto, ON",Collision Repair,Service Center,2026-06-28,69.9,Cancelled
"Toronto, ON",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-28,40.0,Completed
"Fremont, CA",Cabin/HEPA Filter Replacement,Collision Center,2026-06-29,67.2,Completed
"Fremont, CA",Alignment,Service Center,2026-06-29,53.3,Cancelled
"Toronto, ON",Cabin/HEPA Filter Replacement,Service Center,2026-06-29,99.0,Completed
"Seattle, WA",Cabin/HEPA Filter Replacement,Service Center,2026-06-29,64.3,Rescheduled
"Austin, TX",Brake Fluid/Caliper Service,Mobile Service,2026-06-29,83.4,Completed
"Chicago, IL",Tire Rotation,Service Center,2026-06-29,76.5,Completed
"Denver, CO",Alignment,Mobile Service,2026-06-29,74.9,Completed
"Toronto, ON",Brake Fluid/Caliper Service,Mobile Service,2026-06-29,76.2,Cancelled
"Chicago, IL",12V Battery Service,Mobile Service,2026-06-29,80.2,Completed
"Fremont, CA",Collision Repair,Mobile Service,2026-06-29,62.6,Rescheduled
"Chicago, IL",12V Battery Service,Mobile Service,2026-06-29,80.9,Cancelled
"Seattle, WA",Alignment,Service Center,2026-06-29,63.8,Completed
"Denver, CO",Alignment,Mobile Service,2026-06-29,81.0,Cancelled
"Seattle, WA",Warranty Repair,Service Center,2026-06-29,65.6,Completed
"Fremont, CA",Alignment,Service Center,2026-06-29,61.8,Cancelled
"Fremont, CA",Alignment,Service Center,2026-06-29,71.1,Completed
"Seattle, WA",Warranty Repair,Mobile Service,2026-06-29,77.5,Rescheduled
"Toronto, ON",Alignment,Collision Center,2026-06-29,60.0,Completed
"Chicago, IL",Brake Fluid/Caliper Service,Service Center,2026-06-29,100.0,Completed
"Chicago, IL",Alignment,Service Center,2026-06-29,72.6,Cancelled
"Fremont, CA",Collision Repair,Service Center,2026-06-29,84.4,Cancelled
"Toronto, ON",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-29,67.9,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-06-29,68.5,Cancelled
"Denver, CO",Warranty Repair,Mobile Service,2026-06-29,100.0,Completed
"Chicago, IL",Tire Rotation,Service Center,2026-06-29,100.0,Completed
"Toronto, ON",Brake Fluid/Caliper Service,Mobile Service,2026-06-29,70.5,Completed
"Denver, CO",12V Battery Service,Service Center,2026-06-29,84.5,Completed
"Fremont, CA",Tire Rotation,Mobile Service,2026-06-29,67.5,Completed
"Toronto, ON",Warranty Repair,Mobile Service,2026-06-29,62.9,Rescheduled
"Austin, TX",Tire Rotation,Service Center,2026-06-29,85.6,Completed
"Chicago, IL",Brake Fluid/Caliper Service,Mobile Service,2026-06-29,94.4,Cancelled
"Toronto, ON",Collision Repair,Mobile Service,2026-06-29,63.7,Rescheduled
"Denver, CO",Tire Rotation,Mobile Service,2026-06-29,75.2,Cancelled
"Chicago, IL",Cabin/HEPA Filter Replacement,Service Center,2026-06-29,86.8,Completed
"Seattle, WA",Tire Rotation,Service Center,2026-06-29,78.7,Completed
"Seattle, WA",Warranty Repair,Mobile Service,2026-06-29,80.5,Completed
"Toronto, ON",12V Battery Service,Collision Center,2026-06-29,94.2,Cancelled
"Denver, CO",Collision Repair,Service Center,2026-06-29,72.9,Completed
"Fremont, CA",Warranty Repair,Mobile Service,2026-06-29,60.9,Completed
"Chicago, IL",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-29,80.5,Rescheduled
"Toronto, ON",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-30,78.3,Completed
"Chicago, IL",12V Battery Service,Mobile Service,2026-06-30,100.0,Cancelled
"Toronto, ON",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-30,57.3,Rescheduled
"Toronto, ON",Alignment,Service Center,2026-06-30,69.0,Cancelled
"Seattle, WA",Alignment,Mobile Service,2026-06-30,86.4,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-06-30,98.4,Completed
"Chicago, IL",Warranty Repair,Mobile Service,2026-06-30,74.6,Cancelled
"Fremont, CA",Tire Rotation,Mobile Service,2026-06-30,68.2,Completed
"Fremont, CA",Tire Rotation,Service Center,2026-06-30,76.1,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-06-30,82.2,Completed
"Fremont, CA",12V Battery Service,Mobile Service,2026-06-30,80.3,Completed
"Austin, TX",Tire Rotation,Mobile Service,2026-06-30,78.7,Rescheduled
"Austin, TX",Brake Fluid/Caliper Service,Mobile Service,2026-06-30,47.0,Rescheduled
"Denver, CO",Cabin/HEPA Filter Replacement,Service Center,2026-06-30,66.2,Completed
"Chicago, IL",Alignment,Service Center,2026-06-30,73.5,Cancelled
"Seattle, WA",12V Battery Service,Service Center,2026-06-30,64.3,Cancelled
"Chicago, IL",12V Battery Service,Service Center,2026-06-30,73.2,Cancelled
"Denver, CO",Cabin/HEPA Filter Replacement,Service Center,2026-06-30,57.1,Completed
"Toronto, ON",Brake Fluid/Caliper Service,Service Center,2026-06-30,83.1,Completed
"Denver, CO",Brake Fluid/Caliper Service,Mobile Service,2026-06-30,100.0,Cancelled
"Fremont, CA",12V Battery Service,Service Center,2026-06-30,89.1,Rescheduled
"Toronto, ON",Cabin/HEPA Filter Replacement,Service Center,2026-06-30,86.9,Completed
"Fremont, CA",Alignment,Mobile Service,2026-06-30,69.2,Completed
"Seattle, WA",Tire Rotation,Service Center,2026-06-30,64.6,Rescheduled
"Austin, TX",Alignment,Service Center,2026-06-30,56.3,Completed
"Denver, CO",Cabin/HEPA Filter Replacement,Service Center,2026-06-30,77.5,Completed
"Chicago, IL",Warranty Repair,Mobile Service,2026-06-30,82.2,Cancelled
"Fremont, CA",Tire Rotation,Service Center,2026-06-30,72.0,Cancelled
"Chicago, IL",Brake Fluid/Caliper Service,Mobile Service,2026-06-30,100.0,Completed
"Denver, CO",Brake Fluid/Caliper Service,Service Center,2026-06-30,73.0,Completed
"Seattle, WA",Warranty Repair,Mobile Service,2026-06-30,68.6,Completed
"Fremont, CA",Collision Repair,Mobile Service,2026-06-30,64.7,Cancelled
"Chicago, IL",Warranty Repair,Mobile Service,2026-06-30,60.7,Completed
"Fremont, CA",Cabin/HEPA Filter Replacement,Service Center,2026-06-30,98.5,Completed
"Seattle, WA",Tire Rotation,Service Center,2026-06-30,63.3,Rescheduled
"Denver, CO",Warranty Repair,Mobile Service,2026-06-30,71.8,Completed
"Seattle, WA",Warranty Repair,Service Center,2026-06-30,100.0,Cancelled
"Fremont, CA",Brake Fluid/Caliper Service,Service Center,2026-06-30,61.9,Completed
"Fremont, CA",12V Battery Service,Service Center,2026-06-30,65.0,Completed
"Seattle, WA",Tire Rotation,Mobile Service,2026-06-30,60.1,Rescheduled
"Toronto, ON",12V Battery Service,Mobile Service,2026-06-30,84.8,Cancelled
"Seattle, WA",12V Battery Service,Service Center,2026-06-30,86.3,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-06-30,87.4,Cancelled
"Austin, TX",Brake Fluid/Caliper Service,Service Center,2026-06-30,91.1,Cancelled
"Toronto, ON",12V Battery Service,Service Center,2026-06-30,35.9,Cancelled
"Denver, CO",Cabin/HEPA Filter Replacement,Service Center,2026-06-30,71.8,Cancelled
"Austin, TX",Collision Repair,Service Center,2026-06-30,95.6,Completed
"Toronto, ON",Collision Repair,Mobile Service,2026-06-30,84.5,Cancelled
"Toronto, ON",Alignment,Service Center,2026-06-30,67.5,Cancelled
"Fremont, CA",Alignment,Service Center,2026-06-30,63.6,Completed
"Seattle, WA",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-30,62.3,Cancelled
"Chicago, IL",Cabin/HEPA Filter Replacement,Service Center,2026-06-30,48.5,Rescheduled
"Seattle, WA",Collision Repair,Service Center,2026-06-30,92.6,Completed
"Fremont, CA",Warranty Repair,Mobile Service,2026-06-30,52.4,Rescheduled
"Fremont, CA",Cabin/HEPA Filter Replacement,Mobile Service,2026-06-30,63.0,Completed
"Chicago, IL",12V Battery Service,Service Center,2026-06-30,69.0,Completed
"Chicago, IL",Tire Rotation,Service Center,2026-07-01,85.8,Completed
"Fremont, CA",Tire Rotation,Service Center,2026-07-01,92.4,Completed
"Fremont, CA",Cabin/HEPA Filter Replacement,Service Center,2026-07-01,75.5,Cancelled
"Denver, CO",Warranty Repair,Service Center,2026-07-01,98.8,Completed
"Seattle, WA",Warranty Repair,Service Center,2026-07-01,81.8,Completed
"Chicago, IL",Alignment,Service Center,2026-07-01,98.4,Completed
"Chicago, IL",Brake Fluid/Caliper Service,Service Center,2026-07-01,91.0,Completed
"Austin, TX",Alignment,Service Center,2026-07-01,100.0,Cancelled
"Toronto, ON",12V Battery Service,Mobile Service,2026-07-01,69.0,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Mobile Service,2026-07-01,88.4,Completed
"Austin, TX",Alignment,Mobile Service,2026-07-01,72.2,Cancelled
"Austin, TX",Collision Repair,Service Center,2026-07-01,65.9,Completed
"Denver, CO",Tire Rotation,Service Center,2026-07-01,73.3,Completed
"Toronto, ON",Collision Repair,Collision Center,2026-07-01,92.6,Completed
"Seattle, WA",Collision Repair,Service Center,2026-07-01,76.5,Completed
"Seattle, WA",Warranty Repair,Service Center,2026-07-01,67.2,Completed
"Denver, CO",Brake Fluid/Caliper Service,Service Center,2026-07-01,65.7,Cancelled
"Denver, CO",Warranty Repair,Service Center,2026-07-01,68.5,Completed
"Fremont, CA",Tire Rotation,Mobile Service,2026-07-01,76.8,Completed
"Seattle, WA",Tire Rotation,Collision Center,2026-07-01,94.5,Cancelled
"Seattle, WA",Alignment,Service Center,2026-07-01,72.3,Rescheduled
"Chicago, IL",Alignment,Collision Center,2026-07-01,75.4,Completed
"Denver, CO",Tire Rotation,Mobile Service,2026-07-01,72.6,Rescheduled
"Toronto, ON",Brake Fluid/Caliper Service,Mobile Service,2026-07-01,50.1,Completed
"Fremont, CA",Brake Fluid/Caliper Service,Service Center,2026-07-01,68.0,Completed
"Denver, CO",Alignment,Mobile Service,2026-07-01,80.2,Cancelled
"Chicago, IL",12V Battery Service,Collision Center,2026-07-01,58.0,Rescheduled
"Chicago, IL",12V Battery Service,Mobile Service,2026-07-01,85.7,Completed
"Chicago, IL",Alignment,Service Center,2026-07-01,64.2,Cancelled
"Austin, TX",Collision Repair,Service Center,2026-07-01,52.1,Completed
"Chicago, IL",Alignment,Service Center,2026-07-01,93.4,Completed
"Chicago, IL",Cabin/HEPA Filter Replacement,Service Center,2026-07-01,60.3,Completed
"Fremont, CA",Warranty Repair,Mobile Service,2026-07-01,66.8,Completed
"Toronto, ON",Alignment,Service Center,2026-07-01,71.2,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-07-01,82.4,Cancelled
"Toronto, ON",Collision Repair,Service Center,2026-07-01,69.8,Completed
"Chicago, IL",Brake Fluid/Caliper Service,Service Center,2026-07-01,45.2,Completed
"Toronto, ON",Cabin/HEPA Filter Replacement,Mobile Service,2026-07-01,82.7,Cancelled
"Toronto, ON",Alignment,Service Center,2026-07-01,77.6,Completed
"Fremont, CA",Brake Fluid/Caliper Service,Service Center,2026-07-01,74.4,Rescheduled
"Toronto, ON",Collision Repair,Service Center,2026-07-01,93.9,Completed
"Chicago, IL",Alignment,Service Center,2026-07-01,75.1,Completed
"Chicago, IL",Collision Repair,Service Center,2026-07-01,86.1,Rescheduled
"Seattle, WA",Tire Rotation,Mobile Service,2026-07-01,74.3,Completed
"Austin, TX",Cabin/HEPA Filter Replacement,Service Center,2026-07-01,57.0,Completed
"Austin, TX",Alignment,Service Center,2026-07-01,90.2,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Mobile Service,2026-07-01,70.2,Rescheduled
"Toronto, ON",Brake Fluid/Caliper Service,Service Center,2026-07-01,70.5,Completed
"Toronto, ON",Cabin/HEPA Filter Replacement,Mobile Service,2026-07-01,86.1,Completed
"Denver, CO",Warranty Repair,Service Center,2026-07-01,56.3,Completed
"Fremont, CA",Cabin/HEPA Filter Replacement,Mobile Service,2026-07-01,77.7,Cancelled
"Fremont, CA",Brake Fluid/Caliper Service,Service Center,2026-07-01,76.5,Rescheduled
"Fremont, CA",12V Battery Service,Service Center,2026-07-01,74.5,Cancelled
"Chicago, IL",Warranty Repair,Mobile Service,2026-07-02,97.9,Cancelled
"Denver, CO",Alignment,Collision Center,2026-07-02,57.5,Rescheduled
"Toronto, ON",Brake Fluid/Caliper Service,Mobile Service,2026-07-02,63.4,Cancelled
"Seattle, WA",Collision Repair,Service Center,2026-07-02,87.3,Cancelled
"Austin, TX",Alignment,Service Center,2026-07-02,81.2,Cancelled
"Fremont, CA",12V Battery Service,Mobile Service,2026-07-02,73.0,Completed
"Austin, TX",12V Battery Service,Mobile Service,2026-07-02,60.3,Completed
"Fremont, CA",12V Battery Service,Service Center,2026-07-02,49.0,Completed
"Austin, TX",Alignment,Mobile Service,2026-07-02,57.6,Rescheduled
"Toronto, ON",Tire Rotation,Service Center,2026-07-02,82.6,Completed
"Denver, CO",Brake Fluid/Caliper Service,Service Center,2026-07-02,79.2,Completed
"Seattle, WA",Brake Fluid/Caliper Service,Service Center,2026-07-02,76.8,Completed
"Toronto, ON",Warranty Repair,Mobile Service,2026-07-02,62.7,Completed
"Chicago, IL",Brake Fluid/Caliper Service,Service Center,2026-07-02,76.0,Rescheduled
"Seattle, WA",12V Battery Service,Service Center,2026-07-02,81.0,Completed
"Toronto, ON",Collision Repair,Service Center,2026-07-02,43.7,Completed
